"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2015","839","19819347","4.23","4.06942466600817"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2015","1242","10041769","12.37","12.0056023071006"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2015","87","754859","11.53","11.9248835559772"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2015","1363","11606027","11.74","11.6410580420837"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2015","690","3904353","17.67","17.5868419544485"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2015","478","4016537","11.9","11.1947357936891"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2015","1464","12791124","11.45","11.1327738694441"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2015","50","1055916","4.74","4.58647772038544"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2015","835","4892423","17.07","16.8451632271471"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2015","90","854036","10.54","10.5510888322121"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2015","1008","6590726","15.29","14.9582533313337"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2015","3128","27454880","11.39","11.4463928950039"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2015","362","2984917","12.13","12.7069400700953"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2015","70","624455","11.21","9.70418855921251"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2015","918","8366767","10.97","10.520757819978"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2015","712","7152818","9.95","9.75266701959618"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2015","273","1839767","14.84","13.7651758715207"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2015","604","5759744","10.49","10.187997806539"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2015","109","586102","18.6","18.870982440473"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2015","35476","321039839","11.05","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1016","4860545","20.9","20.8091875764885"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2016","164","741522","22.12","21.4395331678827"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1071","6908642","15.5","14.9457553096353"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2016","519","2988231","17.37","16.9598999090616"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2016","3136","39296476","7.98","7.73143626777894"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2016","793","5530105","14.34","14.0077655608064"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2016","168","3587685","4.68","4.42846356224079"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2016","109","952698","11.44","10.7810578608181"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2016","107","684336","15.64","13.3028341130696"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2016","2678","20656589","12.96","12.4143504413794"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1538","10313620","14.91","14.6069312354791"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2016","63","1428683","4.41","4.31502635342976"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2016","236","1680026","14.05","14.244660841346"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1466","12835726","11.42","11.3911502414457"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2016","970","6634007","14.62","14.4857612967018"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2016","278","3130869","8.88","8.92546314218145"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2016","372","2907731","12.79","13.0025188362264"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2016","744","4436113","16.77","16.8285809332161"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2016","968","4686157","20.66","20.7569293305899"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2016","121","1330232","9.1","8.08925370310426"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2016","704","6024752","11.69","11.7792416364836"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2016","240","6823721","3.52","3.37923874759056"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1204","9933445","12.12","11.9549715544771"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2016","425","5525050","7.69","7.49940648832054"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2016","556","2985415","18.62","18.7823146643683"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1123","6091176","18.44","18.4803125706067"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2016","184","1038656","17.72","18.0498600715576"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2016","168","1907603","8.81","8.94637726419318"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2016","492","2939254","16.74","16.5288254274807"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2016","131","1335015","9.81","9.17135648586289"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2016","476","8978416","5.3","5.36175685216958"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2016","372","2085432","17.84","17.5745710058592"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2016","893","19836286","4.5","4.35109646608436"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1370","10156689","13.49","13.2257459350212"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2016","85","755548","11.25","11.2316556209922"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1498","11622554","12.89","12.6407003862491"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2016","755","3921207","19.25","19.3292302327933"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2016","503","4085989","12.31","11.5740278206067"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1529","12787085","11.96","11.6460240117505"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2016","49","1057566","4.63","4.02212541779581"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2016","864","4959822","17.42","17.1037992710161"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2016","103","861542","11.96","12.9211743221873"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1117","6649404","16.8","16.5307905213071"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2016","3273","27904862","11.73","11.7754444357856"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2016","364","3044321","11.96","12.7334359050596"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2016","77","623354","12.35","10.9064206761885"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2016","1035","8414380","12.3","11.8441344103602"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2016","680","7280934","9.34","8.89703509446417"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2016","327","1828637","17.88","17.2925390418096"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2016","651","5772917","11.28","11.202470678672"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2016","98","584910","16.75","16.9957545107836"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2016","37863","323405935","11.71","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1087","4874747","22.3","22.0967229062839"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2017","170","739795","22.98","23.1817272955759"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1106","7016270","15.76","15.2915777022747"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2017","590","3004279","19.64","19.4242832419124"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2017","3131","39536653","7.92","7.6901183744974"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2017","771","5607154","13.75","13.2603009763386"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2017","186","3588184","5.18","5.07450089182338"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2017","110","961939","11.44","11.4573400921644"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2017","99","693972","14.27","12.8001408174649"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2017","2688","20984400","12.81","12.1286806114761"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1594","10429379","15.28","15.0931859290616"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2017","37","1427538","2.59","2.27968311514769"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2017","274","1716943","15.96","16.069513558611"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1521","12802023","11.88","11.8733013191129"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2017","988","6666818","14.82","14.805311697895"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2017","288","3145711","9.16","8.84587904056893"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2017","456","2913123","15.65","15.5370725429241"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2017","710","4454189","15.94","15.7205254611368"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2017","989","4684333","21.11","21.188437911023"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2017","168","1335907","12.58","11.2771929775916"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2017","734","6052177","12.13","12.1235496674682"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2017","259","6859819","3.78","3.63762140979558"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1125","9962311","11.29","11.0443341590902"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2017","452","5576606","8.11","7.97744075772687"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2017","596","2984100","19.97","20.2010038268182"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1271","6113532","20.79","20.7146379160803"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2017","240","1050493","22.85","22.1809975078561"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2017","155","1920076","8.07","8.0418166461961"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2017","497","2998039","16.58","16.3153123171086"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2017","143","1342795","10.65","10.1104930191377"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2017","473","9005644","5.25","5.27213756793648"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2017","380","2088070","18.2","17.8469697558911"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2017","760","19849399","3.83","3.6553201060608"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1379","10273419","13.42","13.1384848767843"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2017","102","755393","13.5","13.0781336894843"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1560","11658609","13.38","13.4186031642389"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2017","668","3930864","16.99","16.8389774356091"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2017","523","4142776","12.62","11.978873854598"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1616","12805537","12.62","12.2791205723625"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2017","43","1059639","4.06","3.84263318668804"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2017","873","5024369","17.38","17.159810834175"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2017","98","869666","11.27","11.525991451371"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1195","6715984","17.79","17.7087644441042"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2017","3449","28304596","12.19","12.1293492428507"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2017","403","3101833","12.99","13.789035819285"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2017","69","623657","11.06","11.7123974688457"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2017","1030","8470020","12.16","11.7249808120674"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2017","835","7405743","11.28","10.8646534283746"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2017","341","1815857","18.78","18.2259443016759"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2017","610","5795483","10.53","10.2693615407627"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2017","107","579315","18.47","18.0117784321969"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2017","38949","325719178","11.96","."
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","","595441","5762130405","10.33","."
