"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2007","154","2999212","5.13","4.88609645239385"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2007","288","2783785","10.35","10.2085849861947"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2007","575","4256672","13.51","13.2717979576072"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2007","826","4375581","18.88","18.7859096827347"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2007","106","1327040","7.99","7.51507784330163"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2007","672","5653408","11.89","11.9413618475591"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2007","232","6431559","3.61","3.511427270213"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2007","1075","10001284","10.75","10.8243286394926"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2007","340","5207203","6.53","6.41925315092339"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2007","498","2928350","17.01","17.0836104940183"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2007","724","5887612","12.3","12.1956207193252"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2007","137","964706","14.2","13.3516878480156"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2007","135","1783440","7.57","7.57863819840792"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2007","405","2601072","15.57","15.5067280204497"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2007","77","1312540","5.87","5.46472363167862"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2007","443","8677885","5.1","5.21770367921746"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2007","275","1990070","13.82","13.8993646655601"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2007","973","19132335","5.09","4.98215193163316"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2007","1070","9118037","11.73","11.6568978310995"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2007","54","652822","8.27","7.85005197363074"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2007","1082","11500468","9.41","9.35875855929461"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2007","471","3634349","12.96","12.8822988496497"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2007","377","3722417","10.13","9.65254075591724"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2007","1289","12563937","10.26","10.2322613094737"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2007","37","1057315","3.5","3.40436200237488"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2007","571","4444110","12.85","12.6131372620072"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2007","50","791623","6.32","5.9169359638662"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2007","890","6175727","14.41","14.1990655095952"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2007","2464","23831983","10.34","10.4867438077931"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2007","249","2597746","9.59","10.4529980713716"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2007","52","623481","8.34","8.07912340789259"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2007","808","7751000","10.42","10.1888675486296"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2007","543","6461587","8.4","8.24166762901806"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2007","252","1834052","13.74","13.2436523873078"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2007","476","5610775","8.48","8.3317662669432"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2007","76","534876","14.21","14.6630099022087"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2007","30335","301231207","10.07","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2008","774","4718206","16.4","16.3499361735052"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2008","134","687455","19.49","19.7930882192585"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2008","882","6280362","14.04","13.9627187885205"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2008","420","2874554","14.61","14.7590877775025"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2008","3117","36604337","8.52","8.35478185225344"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2008","501","4889730","10.25","10.1406621756438"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2008","197","3545579","5.56","5.51200379480035"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2008","95","883874","10.75","10.6517763146341"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2008","137","580236","23.61","20.0144505556591"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2008","2301","18527305","12.42","11.9978825632813"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2008","1141","9504843","12","12.0526970648148"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2008","40","1332213","3","2.9869560274174"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2008","168","1534320","10.95","10.9525067367079"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2008","1080","12747038","8.47","8.36320330679673"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2008","692","6424806","10.77","10.7867612994817"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2008","216","3016734","7.16","6.98664902904288"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2008","264","2808076","9.4","9.24248872920824"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2008","554","4289878","12.91","12.77250473623"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2008","781","4435586","17.61","17.4124300352099"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2008","118","1330509","8.87","8.15866425642867"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2008","662","5684965","11.64","11.5634053481443"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2008","222","6468967","3.43","3.3146125206625"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2008","1064","9946889","10.7","10.7985033136144"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2008","361","5247018","6.88","6.80152880750698"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2008","538","2947806","18.25","18.2539343861285"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2008","786","5923916","13.27","13.1831993507836"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2008","150","976415","15.36","15.2058192211209"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2008","148","1796378","8.24","8.15693411818214"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2008","395","2653630","14.89","14.8036724047134"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2008","91","1315906","6.92","6.7234538295855"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2008","420","8711090","4.82","4.83917859687547"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2008","287","2010662","14.27","14.3275481748429"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2008","945","19212436","4.92","4.80447280086367"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2008","1139","9309449","12.23","12.0864898652256"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2008","56","657569","8.52","8.07160631056959"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2008","1094","11515391","9.5","9.49634034053398"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2008","498","3668976","13.57","13.5017824767738"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2008","374","3768748","9.92","9.46006794450899"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2008","1307","12612285","10.36","10.2334841109244"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2008","43","1055003","4.08","3.85243283323175"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2008","596","4528996","13.16","12.7250140517463"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2008","78","799124","9.76","9.87308700357072"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2008","949","6247411","15.19","14.8984873388342"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2008","2536","24309039","10.43","10.57809646586"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2008","227","2663029","8.52","9.23814366228572"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2008","53","624151","8.49","8.03734174977736"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2008","786","7833496","10.03","9.80551660455538"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2008","575","6562231","8.76","8.5095925154583"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2008","212","1840310","11.52","11.1664530950542"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2008","433","5640996","7.68","7.55072153437515"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2008","91","546043","16.67","16.5773560814302"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2008","30728","304093966","10.1","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2009","797","4757938","16.75","16.4929414735436"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2009","98","698895","14.02","13.9070897539218"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2009","840","6343154","13.24","13.2339912918295"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2009","444","2896843","15.33","15.2817240829423"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2009","3046","36961229","8.24","8.04564808137988"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2009","570","4972195","11.46","11.3279015892508"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2009","171","3561807","4.8","4.84985867514078"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2009","76","891730","8.52","8.75595163434283"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2009","111","592228","18.74","15.9622198778358"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2009","2294","18652644","12.3","11.8162805568674"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2009","1209","9620846","12.57","12.6455756452289"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2009","47","1346717","3.49","3.34320965497704"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2009","190","1554439","12.22","12.4723893882901"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2009","1040","12796778","8.13","8.02783724883259"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2009","707","6459325","10.95","10.8980782765104"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2009","181","3032870","5.97","5.85816562043052"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2009","295","2832704","10.41","10.4571393590253"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2009","540","4317074","12.51","12.3046756333646"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2009","780","4491648","17.37","17.3171757241197"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2009","122","1329590","9.18","8.58415710759816"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2009","582","5730388","10.16","10.1173898907718"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2009","203","6517613","3.11","3.04365801342985"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2009","1077","9901591","10.88","10.9006792350042"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2009","331","5281203","6.27","6.06301399237861"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2009","468","2958774","15.82","16.0166896718264"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2009","795","5961088","13.34","13.2797441025426"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2009","158","983982","16.06","15.2878896959111"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2009","125","1812683","6.9","6.86677106903623"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2009","396","2684665","14.75","14.7296632902566"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2009","87","1316102","6.61","6.19582993034851"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2009","405","8755602","4.63","4.63377440349072"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2009","289","2036802","14.19","13.949661595741"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2009","944","19307066","4.89","4.71697491148638"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2009","1086","9449566","11.49","11.3343841003108"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2009","56","664968","8.42","8.43782032367483"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2009","966","11528896","8.38","8.28474064875863"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2009","514","3717572","13.83","13.7951443883204"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2009","407","3808600","10.69","10.0636921267875"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2009","1323","12666858","10.44","10.2105968306444"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2009","54","1053646","5.13","4.84518583602615"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2009","614","4589872","13.38","13.103559199094"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2009","71","807067","8.8","8.81725893581451"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2009","922","6306019","14.62","14.384506818429"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2009","2612","24801761","10.53","10.6596544972335"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2009","254","2723421","9.33","10.2516356294373"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2009","60","624817","9.6","8.72426788636934"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2009","815","7925937","10.28","10.0187141865355"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2009","610","6667426","9.15","8.9428560031722"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2009","235","1847775","12.72","12.3859769558085"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2009","452","5669264","7.97","7.81661717946174"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2009","92","559851","16.43","16.7955499383648"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2009","30561","306771529","9.96","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2010","738","4780135","15.44","15.2281456085233"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2010","138","710249","19.43","19.7215094771055"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2010","903","6392309","14.13","14.0834204432813"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2010","400","2916031","13.72","13.7643939002229"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2010","2898","37254518","7.78","7.60542530834735"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2010","541","5029325","10.76","10.4283979323593"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2010","208","3574114","5.82","5.83048375325398"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2010","88","897936","9.8","9.87588897541409"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2010","97","601766","16.12","14.3347089308641"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2010","2238","18804594","11.9","11.2831042352992"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2010","1168","9688690","12.06","12.0380304968611"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2010","44","1360301","3.23","3.12590134990878"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2010","194","1567650","12.38","12.4717824471323"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2010","1029","12831565","8.02","7.91678839443625"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2010","683","6484125","10.53","10.4133562061343"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2010","211","3046869","6.93","6.73802999669489"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2010","286","2853130","10.02","9.93783148794464"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2010","533","4339340","12.28","11.9985501201815"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2010","818","4533478","18.04","18.1119850463247"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2010","112","1328362","8.43","7.7892187659801"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2010","534","5773807","9.25","9.20183067358718"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2010","267","6547808","4.08","3.98994587626977"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2010","1052","9884129","10.64","10.7385132917276"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2010","355","5303924","6.69","6.56749713159583"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2010","462","2968103","15.57","15.6396364929558"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2010","830","5988925","13.86","13.6556642073434"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2010","159","989414","16.07","14.9910553872572"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2010","147","1826327","8.05","7.85670832737002"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2010","389","2700691","14.4","14.2485251801487"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2010","112","1316460","8.51","7.79190034274996"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2010","451","8791953","5.13","5.13903516913826"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2010","294","2059207","14.28","14.5079062815831"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2010","994","19378110","5.13","4.980253312866"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2010","1085","9535721","11.38","11.1803871379625"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2010","64","672585","9.52","9.44845351639827"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2010","1130","11536730","9.79","9.79127059375302"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2010","510","3751598","13.59","13.5249506291096"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2010","449","3831072","11.72","11.078369551342"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2010","1270","12702857","10","9.81100253008241"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2010","47","1052945","4.46","4.42035460160271"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2010","627","4625381","13.56","13.4464538484217"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2010","70","814197","8.6","8.63627279129805"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2010","884","6346295","13.93","13.6828588486757"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2010","2636","25146100","10.48","10.6287117480823"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2010","308","2763889","11.14","11.9313540663263"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2010","68","625741","10.87","9.83073234512226"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2010","858","8001043","10.72","10.4766090016889"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2010","593","6724545","8.82","8.67389850564733"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2010","261","1853006","14.09","13.5779349129788"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2010","493","5687288","8.67","8.41801721238286"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2010","88","563767","15.61","14.7995678291438"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2010","30814","308758105","9.98","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2011","745","4798649","15.53","15.1800656293292"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2011","119","722259","16.48","16.0806754996239"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2011","945","6465488","14.62","14.3926731229105"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2011","448","2938640","15.25","15.5395913059769"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2011","2961","37672654","7.86","7.64942346305409"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2011","556","5116411","10.87","10.584089453739"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2011","207","3591927","5.76","5.74208623517828"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2011","77","907884","8.48","8.12207194874169"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2011","86","620336","13.86","11.682195029799"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2011","2330","19097369","12.2","11.6220596038627"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2011","1195","9810595","12.18","12.1508019308816"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2011","49","1378323","3.56","3.41970634116725"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2011","185","1583180","11.69","11.9407752864178"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2011","1088","12862298","8.46","8.3371041834762"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2011","623","6515358","9.56","9.474811240518"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2011","217","3063690","7.08","7.02121325281829"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2011","320","2868756","11.15","11.052118207542"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2011","595","4368505","13.62","13.3561728940701"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2011","810","4574388","17.71","17.5887762089901"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2011","134","1327968","10.09","9.36511273941294"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2011","538","5843115","9.21","9.13670927180739"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2011","251","6612178","3.8","3.65699492557125"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2011","1140","9876199","11.54","11.6163043965929"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2011","388","5345967","7.26","7.05228577502245"
